cliente_ref,pelicula_ref,pelicula_titulo,categoria_nombre,ingreso,veces_alquilada_pelicula,precio_promedio_genero,codigo_genero,ingreso_alto,pelicula_popular,genero_alto_valor
Paul Trout,Caper Motions,Caper Motions,Comedia,1.99,24,4.66,4,0,1,1
Natalie Meyer,Virginian Pluto,Virginian Pluto,Documental,0.99,29,4.02,6,0,1,0
Patrick Newsom,Jumping Wrath,Jumping Wrath,Niños,2.99,24,3.87,13,0,1,0
Gina Williamson,Roxanne Rebel,Roxanne Rebel,Juegos,0.99,19,4.42,11,0,0,1
Minnie Romero,Pluto Oleander,Pluto Oleander,Nuevo,4.99,16,4.63,14,0,0,1
Marie Turner,American Circus,American Circus,Acción,4.99,22,3.94,0,1,1,0
Sarah Lewis,Sleeping Suspects,Sleeping Suspects,Horror,6.99,24,4.4,10,1,1,0
Bobby Boudreau,None Spiking,None Spiking,Ciencia ficción,0.99,27,4.32,2,0,1,0
Tamara Nguyen,Gorgeous Bingo,Gorgeous Bingo,Niños,4.99,19,3.87,13,1,0,0
Lori Wood,Jedi Beneath,Jedi Beneath,Familia,0.99,19,3.86,9,0,0,0
Dolores Wagner,Glass Dying,Glass Dying,Acción,0.99,14,3.94,0,0,0,0
Bessie Morrison,Idols Snatchers,Idols Snatchers,Niños,2.99,30,3.87,13,0,1,0
Melissa King,Streak Ridgemont,Streak Ridgemont,Documental,0.99,16,4.02,6,0,0,0
Angela Hernandez,Magnolia Forrester,Magnolia Forrester,Acción,0.99,11,3.94,0,0,0,0
Kelly Torres,Killer Innocent,Killer Innocent,Familia,4.99,6,3.86,9,1,0,0
Mitchell Westmoreland,Greek Everyone,Greek Everyone,Extranjero,2.99,17,4.13,8,0,0,0
Clayton Barbee,Seabiscuit Punk,Seabiscuit Punk,Deportes,3.99,26,4.51,5,0,1,1
Christy Vargas,Newton Labyrinth,Newton Labyrinth,Extranjero,2.99,17,4.13,8,0,0,0
Ethel Webb,Private Drop,Private Drop,Juegos,6.99,5,4.42,11,1,0,1
Gerald Fultz,Lose Inch,Lose Inch,Extranjero,5.99,27,4.13,8,1,1,0
Marcia Dean,Prejudice Oleander,Prejudice Oleander,Clásicos,7.99,20,3.88,3,1,0,0
Pamela Baker,Masked Bubble,Masked Bubble,Música,0.99,20,4.12,12,0,0,0
Charlie Bess,Giant Troopers,Giant Troopers,Niños,2.99,28,3.87,13,0,1,0
Shane Millard,Quills Bull,Quills Bull,Documental,4.99,16,4.02,6,1,0,0
Lonnie Tirado,Beethoven Exorcist,Beethoven Exorcist,Drama,0.99,11,4.33,7,0,0,0
Larry Thrasher,Notorious Reunion,Notorious Reunion,Documental,0.99,14,4.02,6,0,0,0
Bryan Hardison,Enough Raging,Enough Raging,Viajar,2.99,18,4.24,15,0,0,0
Katherine Rivera,Anonymous Human,Anonymous Human,Deportes,0.99,13,4.51,5,0,0,1
Jennifer Davis,Star Operation,Star Operation,Deportes,6.99,21,4.51,5,1,1,1
Ray Houle,Louisiana Harry,Louisiana Harry,Familia,0.99,17,3.86,9,0,0,0
Joann Gardner,Jason Trap,Jason Trap,Familia,5.99,24,3.86,9,1,1,0
Ray Houle,Frost Head,Frost Head,Clásicos,2.99,30,3.88,3,0,1,0
Pauline Henry,Evolution Alter,Evolution Alter,Deportes,1.99,12,4.51,5,0,0,1
Karen Jackson,Gilmore Boiled,Gilmore Boiled,Clásicos,0.99,28,3.88,3,0,1,0
Mabel Holland,Earth Vision,Earth Vision,Nuevo,0.99,23,4.63,14,0,1,1
Allison Stanley,Twisted Pirates,Twisted Pirates,Niños,4.99,11,3.87,13,1,0,0
Grace Ellis,Slacker Liaisons,Slacker Liaisons,Drama,6.99,17,4.33,7,1,0,0
Curtis Irby,Barbarella Streetcar,Barbarella Streetcar,Ciencia ficción,4.99,25,4.32,2,0,1,0
Lee Hawks,Midsummer Groundhog,Midsummer Groundhog,Documental,9.99,22,4.02,6,1,1,0
Ricardo Meador,Stepmom Dream,Stepmom Dream,Extranjero,4.99,20,4.13,8,1,0,0
Michelle Clark,California Birds,California Birds,Deportes,8.99,12,4.51,5,1,0,1
Morris Mccarter,Vanished Garden,Vanished Garden,Nuevo,0.0,7,4.63,14,0,0,1
Isaac Oglesby,Escape Metropolis,Escape Metropolis,Viajar,2.99,25,4.24,15,0,1,0
Patsy Davidson,Pilot Hoosiers,Pilot Hoosiers,Familia,2.99,16,3.86,9,0,0,0
Louis Leone,Circus Youth,Circus Youth,Niños,2.99,15,3.87,13,0,0,0
Nora Herrera,Harry Idaho,Harry Idaho,Drama,8.99,30,4.33,7,1,1,0
Jackie Lynch,Feud Frogmen,Feud Frogmen,Familia,0.99,25,3.86,9,0,1,0
Debbie Reyes,Pinocchio Simon,Pinocchio Simon,Comedia,4.99,20,4.66,4,0,0,1
Ramona Hale,Fatal Haunted,Fatal Haunted,Nuevo,2.99,28,4.63,14,0,1,1
Rhonda Kennedy,Philadelphia Wife,Philadelphia Wife,Deportes,5.99,23,4.51,5,1,1,1
Shawn Heaton,Boiled Dares,Boiled Dares,Viajar,4.99,15,4.24,15,1,0,0
Victoria Gibson,Earring Instinct,Earring Instinct,Familia,0.99,19,3.86,9,0,0,0
Nicole Peterson,Queen Luke,Queen Luke,Drama,4.99,22,4.33,7,0,1,0
Maria Miller,Northwest Polish,Northwest Polish,Deportes,2.99,20,4.51,5,0,0,1
Delores Hansen,Finding Anaconda,Finding Anaconda,Familia,2.99,12,3.86,9,0,0,0
Leo Ebert,Jacket Frisco,Jacket Frisco,Drama,2.99,18,4.33,7,0,0,0
Wanda Patterson,Empire Malkovich,Empire Malkovich,Niños,0.99,21,3.87,13,0,1,0
Sandra Martin,Attraction Newton,Attraction Newton,Nuevo,6.99,24,4.63,14,1,1,1
Darlene Rose,Model Fish,Model Fish,Niños,6.99,15,3.87,13,1,0,0
Ida Andrews,Giant Troopers,Giant Troopers,Niños,2.99,28,3.87,13,0,1,0
Mario Cheatham,Married Go,Married Go,Ciencia ficción,2.99,30,4.32,2,0,1,0
Alicia Mills,Freedom Cleopatra,Freedom Cleopatra,Comedia,0.99,5,4.66,4,0,0,1
Carlos Coughlin,Splendor Patton,Splendor Patton,Niños,0.99,21,3.87,13,0,1,0
Naomi Jennings,Wild Apollo,Wild Apollo,Nuevo,0.99,6,4.63,14,0,0,1
Lloyd Dowd,Metropolis Coma,Metropolis Coma,Ciencia ficción,2.99,26,4.32,2,0,1,0
Marcus Hidalgo,Crooked Frogmen,Crooked Frogmen,Niños,0.99,23,3.87,13,0,1,0
Francisco Skidmore,Oscar Gold,Oscar Gold,Animación,2.99,25,3.99,1,0,1,0
Carol Garcia,Banger Pinocchio,Banger Pinocchio,Música,0.99,22,4.12,12,0,1,0
Myrtle Fleming,Maguire Apache,Maguire Apache,Familia,4.99,9,3.86,9,1,0,0
Warren Sherrod,Driving Polish,Driving Polish,Música,7.99,21,4.12,12,1,1,0
Pamela Baker,Orient Closer,Orient Closer,Drama,3.99,17,4.33,7,0,0,0
Vincent Ralston,Giant Troopers,Giant Troopers,Niños,2.99,28,3.87,13,0,1,0
Tina Simmons,Storm Happiness,Storm Happiness,Animación,0.99,29,3.99,1,0,1,0
Alex Gresham,Peach Innocent,Peach Innocent,Deportes,8.99,14,4.51,5,1,0,1
Herman Devore,Enough Raging,Enough Raging,Viajar,2.99,18,4.24,15,0,0,0
Willard Lumpkin,Garden Island,Garden Island,Ciencia ficción,5.99,20,4.32,2,1,0,0
John Farnsworth,Heavyweights Beast,Heavyweights Beast,Documental,6.99,23,4.02,6,1,1,0
Clifton Malcolm,Eyes Driving,Eyes Driving,Ciencia ficción,3.99,19,4.32,2,0,0,0
Shawn Heaton,Wait Cider,Wait Cider,Animación,0.99,21,3.99,1,0,1,0
Christopher Greco,Excitement Eve,Excitement Eve,Acción,0.99,21,3.94,0,0,1,0
Helen Harris,Brooklyn Desert,Brooklyn Desert,Extranjero,5.99,21,4.13,8,1,1,0
Mae Fletcher,Videotape Arsenic,Videotape Arsenic,Juegos,5.99,29,4.42,11,1,1,1
Fernando Churchill,Daisy Menagerie,Daisy Menagerie,Ciencia ficción,4.99,16,4.32,2,0,0,0
Deanna Byrd,Expecations Natural,Expecations Natural,Viajar,5.99,18,4.24,15,1,0,0
Lewis Lyman,Right Cranes,Right Cranes,Clásicos,4.99,10,3.88,3,1,0,0
Manuel Murrell,Tomorrow Hustler,Tomorrow Hustler,Clásicos,7.99,25,3.88,3,1,1,0
Marjorie Tucker,Slipper Fidelity,Slipper Fidelity,Deportes,0.99,16,4.51,5,0,0,1
Florence Woods,Cincinatti Whisperer,Cincinatti Whisperer,Ciencia ficción,6.99,13,4.32,2,1,0,0
Sarah Lewis,Packer Madigan,Packer Madigan,Animación,0.99,22,3.99,1,0,1,0
Joan Cooper,Wonderland Christmas,Wonderland Christmas,Ciencia ficción,8.99,22,4.32,2,1,1,0
Alex Gresham,Gleaming Jawbreaker,Gleaming Jawbreaker,Deportes,2.99,29,4.51,5,0,1,1
Diana Alexander,Roxanne Rebel,Roxanne Rebel,Juegos,0.99,19,4.42,11,0,0,1
Kristen Chavez,Rush Goodfellas,Rush Goodfellas,Familia,0.99,31,3.86,9,0,1,0
Paula Bryant,Vampire Whale,Vampire Whale,Nuevo,7.99,12,4.63,14,1,0,1
Holly Fox,Candles Grapes,Candles Grapes,Juegos,4.99,23,4.42,11,0,1,1
Claude Herzog,Blackout Private,Blackout Private,Animación,2.99,27,3.99,1,0,1,0
Nancy Thomas,Army Flintstones,Army Flintstones,Documental,0.99,16,4.02,6,0,0,0
Denise Kelly,Rings Heartbreakers,Rings Heartbreakers,Acción,0.99,15,3.94,0,0,0,0
Ernest Stepp,Meet Chocolate,Meet Chocolate,Extranjero,2.99,12,4.13,8,0,0,0
Douglas Graf,Others Soup,Others Soup,Viajar,3.99,23,4.24,15,0,1,0
Sidney Burleson,Arachnophobia Rollercoaster,Arachnophobia Rollercoaster,Horror,6.99,24,4.4,10,1,1,0
Rene Mcalister,Yentl Idaho,Yentl Idaho,Horror,6.99,23,4.4,10,1,1,0
Carmen Owens,School Jacket,School Jacket,Extranjero,5.99,6,4.13,8,1,0,0
Olga Jimenez,Honey Ties,Honey Ties,Deportes,4.99,19,4.51,5,0,0,1
Roland South,Weekend Personal,Weekend Personal,Ciencia ficción,2.99,18,4.32,2,0,0,0
Carla Gutierrez,Harper Dying,Harper Dying,Animación,3.99,20,3.99,1,0,0,0
Katie Elliott,Hope Tootsie,Hope Tootsie,Clásicos,2.99,18,3.88,3,0,0,0
Bertha Ferguson,Celebrity Horn,Celebrity Horn,Acción,0.99,24,3.94,0,0,1,0
Bertha Ferguson,Muscle Bright,Muscle Bright,Viajar,2.99,30,4.24,15,0,1,0
Regina Berry,Fidelity Devil,Fidelity Devil,Horror,4.99,21,4.4,10,0,1,0
Troy Quigley,Half Outfield,Half Outfield,Familia,3.99,26,3.86,9,0,1,0
Tammy Sanders,Lust Lock,Lust Lock,Acción,8.97,15,3.94,0,1,0,0
Jacqueline Long,Full Flatliners,Full Flatliners,Niños,4.99,5,3.87,13,1,0,0
Ida Andrews,Chisum Behavior,Chisum Behavior,Familia,4.99,13,3.86,9,1,0,0
Jeff East,Malkovich Pet,Malkovich Pet,Clásicos,2.99,26,3.88,3,0,1,0
Dianne Shelton,Cat Coneheads,Cat Coneheads,Comedia,4.99,30,4.66,4,0,1,1
Gabriel Harder,Pity Bound,Pity Bound,Drama,6.99,26,4.33,7,1,1,0
Felix Gaffney,Spinal Rocky,Spinal Rocky,Familia,2.99,13,3.86,9,0,0,0
Helen Harris,Falcon Volume,Falcon Volume,Animación,4.99,22,3.99,1,1,1,0
Joanne Robertson,Wrath Mile,Wrath Mile,Documental,4.99,14,4.02,6,1,0,0
Cathy Spencer,Instinct Airport,Instinct Airport,Deportes,7.99,18,4.51,5,1,0,1
Ted Breaux,Alamo Videotape,Alamo Videotape,Extranjero,1.99,24,4.13,8,0,1,0
Travis Estep,Chamber Italian,Chamber Italian,Música,4.99,13,4.12,12,1,0,0
Shawn Heaton,Madre Gables,Madre Gables,Juegos,3.99,14,4.42,11,0,0,1
Ronnie Ricketts,Pluto Oleander,Pluto Oleander,Nuevo,4.99,16,4.63,14,0,0,1
Ronald Weiner,Wardrobe Phantom,Wardrobe Phantom,Drama,3.99,27,4.33,7,0,1,0
Naomi Jennings,California Birds,California Birds,Deportes,8.99,12,4.51,5,1,0,1
Terri Vasquez,Autumn Crow,Autumn Crow,Juegos,9.99,11,4.42,11,1,0,1
Angel Barclay,Disturbing Scarface,Disturbing Scarface,Ciencia ficción,2.99,26,4.32,2,0,1,0
Willard Lumpkin,Color Philadelphia,Color Philadelphia,Clásicos,2.99,24,3.88,3,0,1,0
George Linton,Watch Tracy,Watch Tracy,Animación,3.99,16,3.99,1,0,0,0
Dave Gardiner,Mine Titans,Mine Titans,Nuevo,9.99,19,4.63,14,1,0,1
Phyllis Foster,Primary Glass,Primary Glass,Acción,2.99,27,3.94,0,0,1,0
Nora Herrera,Strangers Graffiti,Strangers Graffiti,Horror,6.99,17,4.4,10,1,0,0
Sarah Lewis,Kick Savannah,Kick Savannah,Viajar,0.99,20,4.24,15,0,0,0
Bob Pfeiffer,Frost Head,Frost Head,Clásicos,0.99,30,3.88,3,0,1,0
Marcus Hidalgo,Lock Rear,Lock Rear,Viajar,2.99,16,4.24,15,0,0,0
Gloria Cook,Conquerer Nuts,Conquerer Nuts,Drama,8.99,16,4.33,7,1,0,0
Darryl Ashcraft,Pure Runner,Pure Runner,Comedia,2.99,16,4.66,4,0,0,1
Kathleen Adams,Wrong Behavior,Wrong Behavior,Niños,2.99,20,3.87,13,0,0,0
Brandon Huey,Celebrity Horn,Celebrity Horn,Acción,0.99,24,3.94,0,0,1,0
Kathleen Adams,Christmas Moonshine,Christmas Moonshine,Niños,1.99,21,3.87,13,0,1,0
Kristin Johnston,Roman Punk,Roman Punk,Música,0.99,24,4.12,12,0,1,0
Jimmie Eggleston,Wash Heavenly,Wash Heavenly,Extranjero,5.99,23,4.13,8,1,1,0
Glenda Frazier,Canyon Stock,Canyon Stock,Animación,0.99,19,3.99,1,0,0,0
Megan Palmer,Egg Igby,Egg Igby,Documental,5.99,21,4.02,6,1,1,0
Tyler Wren,Holes Brannigan,Holes Brannigan,Deportes,5.99,15,4.51,5,1,0,1
Melanie Armstrong,National Story,National Story,Documental,2.99,19,4.02,6,0,0,0
Lloyd Dowd,Element Freddy,Element Freddy,Comedia,4.99,10,4.66,4,0,0,1
Lisa Anderson,Chill Luck,Chill Luck,Drama,0.99,22,4.33,7,0,1,0
Cheryl Murphy,Patton Interview,Patton Interview,Horror,2.99,23,4.4,10,0,1,0
Hugh Waldrop,License Weekend,License Weekend,Ciencia ficción,2.99,7,4.32,2,0,0,0
Walter Perryman,Mother Oleander,Mother Oleander,Deportes,5.99,14,4.51,5,1,0,1
Melinda Fernandez,Mockingbird Hollywood,Mockingbird Hollywood,Acción,0.99,24,3.94,0,0,1,0
Miguel Betancourt,State Wasteland,State Wasteland,Juegos,0.0,13,4.42,11,0,0,1
Albert Crouse,Varsity Trip,Varsity Trip,Nuevo,2.99,16,4.63,14,0,0,1
Andrew Purdy,Uncut Suicides,Uncut Suicides,Música,3.99,14,4.12,12,0,0,0
Karl Seal,Wedding Apollo,Wedding Apollo,Documental,0.99,24,4.02,6,0,1,0
Sherry Marshall,Grinch Massage,Grinch Massage,Juegos,4.99,14,4.42,11,0,0,1
Lynn Payne,Baby Hall,Baby Hall,Extranjero,4.99,8,4.13,8,1,0,0
Denise Kelly,Armageddon Lost,Armageddon Lost,Ciencia ficción,1.99,21,4.32,2,0,1,0
Allan Cornish,Sundance Invasion,Sundance Invasion,Niños,0.99,19,3.87,13,0,0,0
Gordon Allard,Rider Caddyshack,Rider Caddyshack,Deportes,4.99,11,4.51,5,0,0,1
Micheal Forman,Wrath Mile,Wrath Mile,Documental,0.99,14,4.02,6,0,0,0
Joel Francisco,Lovely Jingle,Lovely Jingle,Clásicos,2.99,14,3.88,3,0,0,0
Dianne Shelton,Clash Freddy,Clash Freddy,Animación,4.99,25,3.99,1,1,1,0
Julian Vest,Queen Luke,Queen Luke,Drama,4.99,22,4.33,7,0,1,0
Gwendolyn May,Wedding Apollo,Wedding Apollo,Documental,2.99,24,4.02,6,0,1,0
Shawn Heaton,Pilot Hoosiers,Pilot Hoosiers,Familia,3.99,16,3.86,9,0,0,0
Gordon Allard,Forrester Comancheros,Forrester Comancheros,Animación,4.99,27,3.99,1,1,1,0
Perry Swafford,Beach Heartbreakers,Beach Heartbreakers,Documental,3.99,17,4.02,6,0,0,0
Maria Miller,Run Pacific,Run Pacific,Nuevo,0.99,10,4.63,14,0,0,1
Julio Noland,Chocolat Harry,Chocolat Harry,Familia,4.99,20,3.86,9,1,0,0
Duane Tubbs,Bulworth Commandments,Bulworth Commandments,Juegos,5.99,7,4.42,11,1,0,1
Theresa Watson,Slipper Fidelity,Slipper Fidelity,Deportes,0.99,16,4.51,5,0,0,1
Lena Jensen,Nash Chocolat,Nash Chocolat,Animación,5.99,15,3.99,1,1,0,0
Danielle Daniels,River Outlaw,River Outlaw,Deportes,5.99,20,4.51,5,1,0,1
Claude Herzog,Breakfast Goldfinger,Breakfast Goldfinger,Nuevo,7.99,17,4.63,14,1,0,1
Loretta Carpenter,Invasion Cyclone,Invasion Cyclone,Niños,6.99,27,3.87,13,1,1,0
Roger Quintanilla,National Story,National Story,Documental,5.99,19,4.02,6,1,0,0
Nicholas Barfield,Dangerous Uptown,Dangerous Uptown,Extranjero,6.99,12,4.13,8,1,0,0
Jonathan Scarborough,Voice Peach,Voice Peach,Nuevo,0.99,19,4.63,14,0,0,1
Arnold Havens,Whisperer Giant,Whisperer Giant,Ciencia ficción,6.99,22,4.32,2,1,1,0
Jamie Rice,Alone Trip,Alone Trip,Música,4.99,18,4.12,12,1,0,0
Rick Mattox,Money Harold,Money Harold,Nuevo,2.99,20,4.63,14,0,0,1
Katie Elliott,Tomatoes Hellfighters,Tomatoes Hellfighters,Viajar,0.99,14,4.24,15,0,0,0
Jeffrey Spear,Berets Agent,Berets Agent,Acción,2.99,21,3.94,0,0,1,0
Linda Williams,Mallrats United,Mallrats United,Comedia,2.99,25,4.66,4,0,1,1
Rosa Reynolds,Flamingos Connecticut,Flamingos Connecticut,Nuevo,8.99,23,4.63,14,1,1,1
Rafael Abney,Chocolat Harry,Chocolat Harry,Familia,3.99,20,3.86,9,0,0,0
Vicki Fields,Lola Agent,Lola Agent,Horror,9.99,24,4.4,10,1,1,0
Bobby Boudreau,Snowman Rollercoaster,Snowman Rollercoaster,Animación,0.99,23,3.99,1,0,1,0
Mathew Bolin,Haunting Pianist,Haunting Pianist,Juegos,2.99,22,4.42,11,0,1,1
Kristen Chavez,Goodfellas Salute,Goodfellas Salute,Ciencia ficción,7.99,31,4.32,2,1,1,0
Karl Seal,Terminator Club,Terminator Club,Música,8.99,6,4.12,12,1,0,0
Shawn Heaton,Boogie Amelie,Boogie Amelie,Música,7.99,29,4.12,12,1,1,0
Bruce Schwarz,Doctor Grail,Doctor Grail,Niños,2.99,7,3.87,13,0,0,0
Tina Simmons,Lebowski Soldiers,Lebowski Soldiers,Drama,2.99,21,4.33,7,0,1,0
Virgil Wofford,Sorority Queen,Sorority Queen,Extranjero,0.99,12,4.13,8,0,0,0
Gregory Mauldin,Rock Instinct,Rock Instinct,Horror,1.99,17,4.4,10,0,0,0
Kevin Schuler,Suit Walls,Suit Walls,Juegos,6.99,21,4.42,11,1,1,1
Ashley Richardson,Breakfast Goldfinger,Breakfast Goldfinger,Nuevo,8.99,17,4.63,14,1,0,1
Melvin Ellington,Alaska Phantom,Alaska Phantom,Música,1.99,26,4.12,12,0,1,0
Jared Ely,Celebrity Horn,Celebrity Horn,Acción,2.99,24,3.94,0,0,1,0
Frank Waggoner,Center Dinosaur,Center Dinosaur,Clásicos,8.99,24,3.88,3,1,1,0
Reginald Kinder,Destiny Saturday,Destiny Saturday,Nuevo,4.99,16,4.63,14,0,0,1
Sean Douglass,Hanover Galaxy,Hanover Galaxy,Música,4.99,17,4.12,12,1,0,0
Viola Hanson,Robbers Joon,Robbers Joon,Niños,4.99,31,3.87,13,1,1,0
Javier Elrod,Details Packer,Details Packer,Juegos,4.99,19,4.42,11,0,0,1
Rodney Moeller,Sweethearts Suspects,Sweethearts Suspects,Niños,6.99,29,3.87,13,1,1,0
Robert Baughman,Racer Egg,Racer Egg,Drama,2.99,18,4.33,7,0,0,0
Norman Currier,Craft Outfield,Craft Outfield,Drama,0.99,16,4.33,7,0,0,0
Velma Lucas,Chitty Lock,Chitty Lock,Drama,5.99,8,4.33,7,1,0,0
Joe Gilliland,Flash Wars,Flash Wars,Nuevo,4.99,13,4.63,14,0,0,1
Harold Martino,Kiss Glory,Kiss Glory,Extranjero,4.99,22,4.13,8,1,1,0
Brent Harkins,Reap Unfaithful,Reap Unfaithful,Horror,2.99,16,4.4,10,0,0,0
Wallace Slone,Madness Attacks,Madness Attacks,Extranjero,0.99,25,4.13,8,0,1,0
Darren Windham,Runaway Tenenbaums,Runaway Tenenbaums,Nuevo,0.99,8,4.63,14,0,0,1
Leona Obrien,Blanket Beverly,Blanket Beverly,Familia,2.99,12,3.86,9,0,0,0
Tom Milner,Watership Frontier,Watership Frontier,Horror,3.99,6,4.4,10,0,0,0
Antonio Meek,Lost Bird,Lost Bird,Extranjero,4.99,12,4.13,8,1,0,0
Jerome Kenyon,Day Unfaithful,Day Unfaithful,Nuevo,8.99,14,4.63,14,1,0,1
Jesse Schilling,Arabia Dogma,Arabia Dogma,Horror,0.99,13,4.4,10,0,0,0
Glenda Frazier,Extraordinary Conquerer,Extraordinary Conquerer,Clásicos,5.99,6,3.88,3,1,0,0
Ron Deluca,Redemption Comforts,Redemption Comforts,Nuevo,7.99,20,4.63,14,1,0,1
Enrique Forsythe,Streetcar Intentions,Streetcar Intentions,Horror,4.99,25,4.4,10,0,1,0
Lena Jensen,Fool Mockingbird,Fool Mockingbird,Acción,4.99,23,3.94,0,1,1,0
Jason Morrissey,Minds Truman,Minds Truman,Acción,9.99,20,3.94,0,1,0,0
Mabel Holland,Donnie Alley,Donnie Alley,Animación,0.99,14,3.99,1,0,0,0
Kelly Torres,Married Go,Married Go,Ciencia ficción,2.99,30,4.32,2,0,1,0
Carrie Porter,Apollo Teen,Apollo Teen,Viajar,10.99,17,4.24,15,1,0,0
Wesley Bull,Games Bowfinger,Games Bowfinger,Viajar,4.99,14,4.24,15,1,0,0
Gertrude Castillo,Vanishing Rocky,Vanishing Rocky,Música,2.99,18,4.12,12,0,0,0
Norman Currier,Princess Giant,Princess Giant,Documental,7.99,27,4.02,6,1,1,0
Vincent Ralston,Grinch Massage,Grinch Massage,Juegos,4.99,14,4.42,11,0,0,1
Hector Poindexter,Stagecoach Armageddon,Stagecoach Armageddon,Acción,7.99,26,3.94,0,1,1,0
Mitchell Westmoreland,Shock Cabin,Shock Cabin,Extranjero,2.99,30,4.13,8,0,1,0
Theresa Watson,Sunrise League,Sunrise League,Animación,4.99,24,3.99,1,1,1,0
Dean Sauer,Swarm Gold,Swarm Gold,Horror,5.99,27,4.4,10,1,1,0
Terrance Roush,Stone Fire,Stone Fire,Viajar,3.99,11,4.24,15,0,0,0
Marlene Welch,Sunrise League,Sunrise League,Animación,8.99,24,3.99,1,1,1,0
Gwendolyn May,Sons Interview,Sons Interview,Animación,5.99,15,3.99,1,1,0,0
Toni Holt,Anaconda Confessions,Anaconda Confessions,Animación,5.99,21,3.99,1,1,1,0
Jim Rea,House Dynamite,House Dynamite,Familia,2.99,23,3.86,9,0,1,0
Tracey Barrett,Steers Armageddon,Steers Armageddon,Deportes,4.99,15,4.51,5,0,0,1
Shannon Freeman,Simon North,Simon North,Horror,2.99,6,4.4,10,0,0,0
Deanna Byrd,Won Dares,Won Dares,Música,2.99,9,4.12,12,0,0,0
Joanne Robertson,Holy Tadpole,Holy Tadpole,Clásicos,3.99,9,3.88,3,0,0,0
Vicki Fields,Flatliners Killer,Flatliners Killer,Deportes,3.99,22,4.51,5,0,1,1
Vicki Fields,Idaho Love,Idaho Love,Nuevo,2.99,17,4.63,14,0,0,1
Stephen Qualls,Birdcage Casper,Birdcage Casper,Música,2.99,9,4.12,12,0,0,0
Kathleen Adams,Roses Treasure,Roses Treasure,Deportes,4.99,28,4.51,5,0,1,1
Brent Harkins,Birds Perdition,Birds Perdition,Nuevo,6.99,18,4.63,14,1,0,1
Gladys Hamilton,Pride Alamo,Pride Alamo,Animación,0.99,16,3.99,1,0,0,0
Helen Harris,Sweethearts Suspects,Sweethearts Suspects,Niños,3.99,29,3.87,13,0,1,0
Jerry Jordon,Downhill Enough,Downhill Enough,Comedia,4.99,25,4.66,4,0,1,1
Tamara Nguyen,Novocaine Flight,Novocaine Flight,Deportes,5.99,19,4.51,5,1,0,1
Christina Ramirez,Neighbors Charade,Neighbors Charade,Deportes,4.99,19,4.51,5,0,0,1
Jeffrey Spear,Paycheck Wait,Paycheck Wait,Drama,7.99,16,4.33,7,1,0,0
Melissa King,Behavior Runaway,Behavior Runaway,Horror,4.99,13,4.4,10,0,0,0
Irma Pearson,Grease Youth,Grease Youth,Familia,0.99,21,3.86,9,0,1,0
Roger Quintanilla,Jedi Beneath,Jedi Beneath,Familia,0.99,19,3.86,9,0,0,0
Christy Vargas,River Outlaw,River Outlaw,Deportes,3.99,20,4.51,5,0,0,1
Charles Kowalski,Chisum Behavior,Chisum Behavior,Familia,4.99,13,3.86,9,1,0,0
Kristina Chambers,Shrek License,Shrek License,Extranjero,2.99,15,4.13,8,0,0,0
Sidney Burleson,Downhill Enough,Downhill Enough,Comedia,5.99,25,4.66,4,1,1,1
Joshua Mark,Conquerer Nuts,Conquerer Nuts,Drama,4.99,16,4.33,7,0,0,0
Duane Tubbs,Snatch Slipper,Snatch Slipper,Comedia,4.99,22,4.66,4,0,1,1
Allan Cornish,Chocolat Harry,Chocolat Harry,Familia,3.99,20,3.86,9,0,0,0
Rose Howard,Hobbit Alien,Hobbit Alien,Drama,0.99,31,4.33,7,0,1,0
Hugh Waldrop,Dancing Fever,Dancing Fever,Documental,0.99,27,4.02,6,0,1,0
Alex Gresham,Silverado Goldfinger,Silverado Goldfinger,Ciencia ficción,8.99,12,4.32,2,1,0,0
Myrtle Fleming,Pity Bound,Pity Bound,Drama,6.99,26,4.33,7,1,1,0
Terri Vasquez,Ending Crowds,Ending Crowds,Nuevo,0.99,11,4.63,14,0,0,1
Irene Price,Beneath Rush,Beneath Rush,Niños,3.99,10,3.87,13,0,0,0
Benjamin Varney,Stagecoach Armageddon,Stagecoach Armageddon,Acción,4.99,26,3.94,0,1,1,0
Michelle Clark,Strangers Graffiti,Strangers Graffiti,Horror,9.99,17,4.4,10,1,0,0
Jennie Terry,Tycoon Gathering,Tycoon Gathering,Juegos,8.99,12,4.42,11,1,0,1
Bob Pfeiffer,Gilmore Boiled,Gilmore Boiled,Clásicos,0.99,28,3.88,3,0,1,0
Ramona Hale,Citizen Shrek,Citizen Shrek,Ciencia ficción,2.99,13,4.32,2,0,0,0
Gerald Fultz,Kiss Glory,Kiss Glory,Extranjero,6.99,22,4.13,8,1,1,0
Barbara Jones,Rollercoaster Bringing,Rollercoaster Bringing,Horror,2.99,10,4.4,10,0,0,0
Jim Rea,Sinners Atlantis,Sinners Atlantis,Horror,2.99,22,4.4,10,0,1,0
Roy Whiting,Park Citizen,Park Citizen,Acción,9.99,8,3.94,0,1,0,0
Constance Reid,Contact Anonymous,Contact Anonymous,Viajar,2.99,26,4.24,15,0,1,0
Vera Mccoy,Jerk Paycheck,Jerk Paycheck,Clásicos,5.99,20,3.88,3,1,0,0
